ID,SMILES_chiral,SMILES_no_chiral,Target_1,pIC50_1,Target_category,Dataset,pEC50,Target_2,pIC50_2
CHEMBL1243028,Fc1ccc(N2CCN(C(O)Cc3c(O)[nH]c(C(=O)N4[C@](C#N)CCC4)c3)CC2)cc1,Fc1ccc(N2CCN(C(O)Cc3c(O)[nH]c(C(=O)N4C(C#N)CCC4)c3)CC2)cc1,Dipeptidyl Peptidase IV (DPP-IV),4,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1243060,O=C(N1[C@](C#N)CCC1)c1[nH]c(O)c(CC(O)N2CCN(c3ccncc3)CC2)c1,O=C(N1C(C#N)CCC1)c1[nH]c(O)c(CC(O)N2CCN(c3ccncc3)CC2)c1,Dipeptidyl Peptidase IV (DPP-IV),4,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1243061,Clc1ccc(C2=CCN(C(O)Cc3c(O)[nH]c(C(=O)N4[C@](C#N)CCC4)c3)CC2)cc1,Clc1ccc(C2=CCN(C(O)Cc3c(O)[nH]c(C(=O)N4C(C#N)CCC4)c3)CC2)cc1,Dipeptidyl Peptidase IV (DPP-IV),4,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1243091,O=C(N1[C@](C#N)CCC1)c1[nH]c(O)c(CC(O)N2CCCC2)c1,O=C(N1C(C#N)CCC1)c1[nH]c(O)c(CC(O)N2CCCC2)c1,Dipeptidyl Peptidase IV (DPP-IV),4,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1243092,O=C(N1[C@](C#N)CCC1)c1[nH]c(O)c(CC(O)N2CCCCC2)c1,O=C(N1C(C#N)CCC1)c1[nH]c(O)c(CC(O)N2CCCCC2)c1,Dipeptidyl Peptidase IV (DPP-IV),4,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1243093,O=C(N1[C@](C#N)CCC1)c1[nH]c(O)c(CC(O)Nc2ccccc2)c1,O=C(N1C(C#N)CCC1)c1[nH]c(O)c(CC(O)Nc2ccccc2)c1,Dipeptidyl Peptidase IV (DPP-IV),4,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1243126,F[C@@]1CN(C(=O)c2[nH]c(O)c(CC(O)N3Cc4c(cccc4)C3)c2)[C@](C#N)C1,FC1CN(C(=O)c2[nH]c(O)c(CC(O)N3Cc4c(cccc4)C3)c2)C(C#N)C1,Dipeptidyl Peptidase IV (DPP-IV),4,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1243127,Clc1cc2c(cc1)CN(C(O)Cc1c(O)[nH]c(C(=O)N3[C@](C#N)C[C@](F)C3)c1)C2,Clc1cc2c(cc1)CN(C(O)Cc1c(O)[nH]c(C(=O)N3C(C#N)CC(F)C3)c1)C2,Dipeptidyl Peptidase IV (DPP-IV),4,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1243153,FC1(F)CN(C(=O)c2[nH]c(O)c(CC(O)N3Cc4c(cccc4)C3)c2)[C@](C#N)C1,FC1(F)CN(C(=O)c2[nH]c(O)c(CC(O)N3Cc4c(cccc4)C3)c2)C(C#N)C1,Dipeptidyl Peptidase IV (DPP-IV),4,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1243154,O=C(Cc1c(O)[nH]c(C(O)N2CSCC2)c1)N1Cc2c(cccc2)C1,O=C(Cc1c(O)[nH]c(C(O)N2CSCC2)c1)N1Cc2c(cccc2)C1,Dipeptidyl Peptidase IV (DPP-IV),4,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1243183,O=C(Cc1c(O)[nH]c(C(O)N2CCCC2)c1)N1Cc2c(cccc2)C1,O=C(Cc1c(O)[nH]c(C(O)N2CCCC2)c1)N1Cc2c(cccc2)C1,Dipeptidyl Peptidase IV (DPP-IV),4,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1243184,O=C(Cc1c(O)[nH]c(C(O)N2[C@](B(O)O)CCC2)c1)N1Cc2c(cccc2)C1,O=C(Cc1c(O)[nH]c(C(O)N2C(B(O)O)CCC2)c1)N1Cc2c(cccc2)C1,Dipeptidyl Peptidase IV (DPP-IV),6.2441254,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1243215,O=C(N1C(C(=O)NC(C)(C)C)CCC1)c1[nH]c(O)c(CC(O)N2Cc3c(cccc3)C2)c1,O=C(N1C(C(=O)NC(C)(C)C)CCC1)c1[nH]c(O)c(CC(O)N2Cc3c(cccc3)C2)c1,Dipeptidyl Peptidase IV (DPP-IV),4,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1243216,O=C(N1C(C(=O)N)CCC1)c1[nH]c(O)c(CC(O)N2Cc3c(cccc3)C2)c1,O=C(N1C(C(=O)N)CCC1)c1[nH]c(O)c(CC(O)N2Cc3c(cccc3)C2)c1,Dipeptidyl Peptidase IV (DPP-IV),4,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1243248,O=C(N1[C@](C#N)CCC1)c1[nH]c(O)c(CC(O)N2Cc3c(cccc3)C2)c1,O=C(N1C(C#N)CCC1)c1[nH]c(O)c(CC(O)N2Cc3c(cccc3)C2)c1,Dipeptidyl Peptidase IV (DPP-IV),4,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1276590,Fc1c(F)cc(C[C@@](N)CC(=O)N2CC3N(C(=O)OC3)CC2)c(F)c1,Fc1c(F)cc(CC(N)CC(=O)N2CC3N(C(=O)OC3)CC2)c(F)c1,Dipeptidyl Peptidase IV (DPP-IV),5.6382723,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1276619,Fc1c(F)cc(C[C@@](N)CC(=O)N2CC3N(C(=O)N(C)C3)CC2)c(F)c1,Fc1c(F)cc(CC(N)CC(=O)N2CC3N(C(=O)N(C)C3)CC2)c(F)c1,Dipeptidyl Peptidase IV (DPP-IV),5.9065785,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1276682,Fc1c(F)cc(C[C@@](N)CC(=O)N2CC3N(C(=O)N(Cc4ccc(F)cc4)C3)CC2)c(F)c1,Fc1c(F)cc(CC(N)CC(=O)N2CC3N(C(=O)N(Cc4ccc(F)cc4)C3)CC2)c(F)c1,Dipeptidyl Peptidase IV (DPP-IV),5.9079814,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1276591,Fc1c(F)cc(C[C@@](N)CC(=O)N2CC3N(C(=O)NC3)CC2)c(F)c1,Fc1c(F)cc(CC(N)CC(=O)N2CC3N(C(=O)NC3)CC2)c(F)c1,Dipeptidyl Peptidase IV (DPP-IV),5.9746943,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1276620,Fc1c(F)cc(C[C@@](N)CC(=O)N2CC3N(C(=O)N(CC)C3)CC2)c(F)c1,Fc1c(F)cc(CC(N)CC(=O)N2CC3N(C(=O)N(CC)C3)CC2)c(F)c1,Dipeptidyl Peptidase IV (DPP-IV),6.3372421,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1275851,Fc1c(F)cc(C[C@@](N)CC(=O)N2CC3N(C(=O)N(Cc4ccc(OC)cc4)C3)CC2)c(F)c1,Fc1c(F)cc(CC(N)CC(=O)N2CC3N(C(=O)N(Cc4ccc(OC)cc4)C3)CC2)c(F)c1,Dipeptidyl Peptidase IV (DPP-IV),6.4436975,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1276650,Fc1c(F)cc(C[C@@](N)CC(=O)N2CC3N(C(=O)N(Cc4ccccc4)C3)CC2)c(F)c1,Fc1c(F)cc(CC(N)CC(=O)N2CC3N(C(=O)N(Cc4ccccc4)C3)CC2)c(F)c1,Dipeptidyl Peptidase IV (DPP-IV),6.5228786,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1275853,Fc1c(F)cc(C[C@@](N)CC(=O)N2CC3N(C(=O)N(Cc4cc(OC)ccc4)C3)CC2)c(F)c1,Fc1c(F)cc(CC(N)CC(=O)N2CC3N(C(=O)N(Cc4cc(OC)ccc4)C3)CC2)c(F)c1,Dipeptidyl Peptidase IV (DPP-IV),6.9065785,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1275854,Fc1c(F)cc(C[C@@](N)CC(=O)N2CC3N(C(=O)N(Cc4cc(OC)cc(OC)c4)C3)CC2)c(F)c1,Fc1c(F)cc(CC(N)CC(=O)N2CC3N(C(=O)N(Cc4cc(OC)cc(OC)c4)C3)CC2)c(F)c1,Dipeptidyl Peptidase IV (DPP-IV),6.9430952,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1275852,Fc1c(F)cc(C[C@@](N)CC(=O)N2CC3N(C(=O)N(Cc4c(OC)cccc4)C3)CC2)c(F)c1,Fc1c(F)cc(CC(N)CC(=O)N2CC3N(C(=O)N(Cc4c(OC)cccc4)C3)CC2)c(F)c1,Dipeptidyl Peptidase IV (DPP-IV),6.9956784,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1288231,O=C1N(C)C(=O)c2n(Cc3ccccc3)c(N3C[C@@](N)(C)CCC3)cc2N1,O=C1N(C)C(=O)c2n(Cc3ccccc3)c(N3CC(N)(C)CCC3)cc2N1,Dipeptidyl Peptidase IV (DPP-IV),8.7447271,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1288232,O=C1N(C)C(=O)c2n(Cc3c(C#N)cccc3)c(N3C[C@@](N)(C)CCC3)cc2N1C,O=C1N(C)C(=O)c2n(Cc3c(C#N)cccc3)c(N3CC(N)(C)CCC3)cc2N1C,Dipeptidyl Peptidase IV (DPP-IV),7.4436975,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1288260,Clc1c(Cn2c(N3C[C@@](N)(C)CCC3)cc3N(C)C(=O)N(C)C(=O)c23)cc(F)cc1,Clc1c(Cn2c(N3CC(N)(C)CCC3)cc3N(C)C(=O)N(C)C(=O)c23)cc(F)cc1,Dipeptidyl Peptidase IV (DPP-IV),7.5528421,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1288261,Fc1cc(Cn2c(N3C[C@@](N)(C)CCC3)cc3N(C)C(=O)N(C)C(=O)c23)c(C)cc1,Fc1cc(Cn2c(N3CC(N)(C)CCC3)cc3N(C)C(=O)N(C)C(=O)c23)c(C)cc1,Dipeptidyl Peptidase IV (DPP-IV),7.5686364,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1288288,Fc1cc(Cn2c(N3C[C@@](N)(C)CCC3)cc3N(CC)C(=O)N(C)C(=O)c23)c(C#N)cc1,Fc1cc(Cn2c(N3CC(N)(C)CCC3)cc3N(CC)C(=O)N(C)C(=O)c23)c(C#N)cc1,Dipeptidyl Peptidase IV (DPP-IV),7.9208188,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1288289,Clc1c(Cn2c(N3C[C@@](N)(C)CCC3)cc3N(CC(=O)N(C)C)C(=O)N(C)C(=O)c23)cc(F)cc1,Clc1c(Cn2c(N3CC(N)(C)CCC3)cc3N(CC(=O)N(C)C)C(=O)N(C)C(=O)c23)cc(F)cc1,Dipeptidyl Peptidase IV (DPP-IV),7.8860564,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1287844,Clc1c(Cn2c(N3C[C@@](N)(C)CCC3)cc3N(CCCO)C(=O)N(C)C(=O)c23)cc(F)cc1,Clc1c(Cn2c(N3CC(N)(C)CCC3)cc3N(CCCO)C(=O)N(C)C(=O)c23)cc(F)cc1,Dipeptidyl Peptidase IV (DPP-IV),7.6382723,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1287845,Clc1c(Cn2c(N3C[C@@](N)(C)CCC3)cc3N(CCCOCC)C(=O)N(C)C(=O)c23)cc(F)cc1,Clc1c(Cn2c(N3CC(N)(C)CCC3)cc3N(CCCOCC)C(=O)N(C)C(=O)c23)cc(F)cc1,Dipeptidyl Peptidase IV (DPP-IV),6.91364,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1287874,Clc1c(Cn2c(N3C[C@@](N)(C)CCC3)cc3N=CN(C)C(=O)c23)cc(F)cc1,Clc1c(Cn2c(N3CC(N)(C)CCC3)cc3N=CN(C)C(=O)c23)cc(F)cc1,Dipeptidyl Peptidase IV (DPP-IV),6.9871626,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1287875,Fc1cc(Cn2c(N3C[C@@](N)(C)CCC3)cc3N=CN(C)C(=O)c23)c(C#N)cc1,Fc1cc(Cn2c(N3CC(N)(C)CCC3)cc3N=CN(C)C(=O)c23)c(C#N)cc1,Dipeptidyl Peptidase IV (DPP-IV),7.0604806,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1287901,Fc1cc(Cn2c(N3C[C@@](N)(C)CCC3)cc3N=CN(C)C(=O)c23)c(C)cc1,Fc1cc(Cn2c(N3CC(N)(C)CCC3)cc3N=CN(C)C(=O)c23)c(C)cc1,Dipeptidyl Peptidase IV (DPP-IV),7.6382723,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1287902,O=C1N(C)C=Nc2c1n(Cc1c(C#N)cccc1)c(N1C[C@@](N)(C)CCC1)c2,O=C1N(C)C=Nc2c1n(Cc1c(C#N)cccc1)c(N1CC(N)(C)CCC1)c2,Dipeptidyl Peptidase IV (DPP-IV),6.821023,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL3216724,O=C(Nc1cc(C(=O)OC)ccc1)Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1,O=C(Nc1cc(C(=O)OC)ccc1)Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1,Dipeptidyl Peptidase IV (DPP-IV),8.431798,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL3216940,O=C(Nc1cc(C(=O)O)ccc1)Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1,O=C(Nc1cc(C(=O)O)ccc1)Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1,Dipeptidyl Peptidase IV (DPP-IV),7.7212462,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL3216270,O=C(Nc1cc(C(=O)N)ccc1)Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1,O=C(Nc1cc(C(=O)N)ccc1)Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1,Dipeptidyl Peptidase IV (DPP-IV),8.0915146,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL3215827,O=C(Nc1cc(C(=O)C)ccc1)Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1,O=C(Nc1cc(C(=O)C)ccc1)Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1,Dipeptidyl Peptidase IV (DPP-IV),8.7447271,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL3216271,O=C(Nc1c(C(=O)OC)cccc1)Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1,O=C(Nc1c(C(=O)OC)cccc1)Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1,Dipeptidyl Peptidase IV (DPP-IV),7.7212462,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL3216483,O=C(Nc1c(C(=O)OC)csc1)Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1,O=C(Nc1c(C(=O)OC)csc1)Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1,Dipeptidyl Peptidase IV (DPP-IV),7.6382723,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL3216272,O=C(Nc1c(C(=O)O)csc1)Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1,O=C(Nc1c(C(=O)O)csc1)Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1,Dipeptidyl Peptidase IV (DPP-IV),7.5228786,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1644844,S(=O)(C)c1cc(NC(=O)Cc2c(c(CN)c(CC(C)C)nc2C)-c2ccc(C)cc2)ccc1,S(=O)(C)c1cc(NC(=O)Cc2c(c(CN)c(CC(C)C)nc2C)-c2ccc(C)cc2)ccc1,Dipeptidyl Peptidase IV (DPP-IV),8.5528421,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL3217158,S(=O)(=O)(C)c1cc(NC(=O)Cc2c(c(CN)c(CC(C)C)nc2C)-c2ccc(C)cc2)ccc1,S(=O)(=O)(C)c1cc(NC(=O)Cc2c(c(CN)c(CC(C)C)nc2C)-c2ccc(C)cc2)ccc1,Dipeptidyl Peptidase IV (DPP-IV),8.0861864,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL3215828,O=C(Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1)N1CC(C(=O)OC)CC1,O=C(Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1)N1CC(C(=O)OC)CC1,Dipeptidyl Peptidase IV (DPP-IV),7.9586072,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL3215611,S(=O)(=O)(C)C1CN(C(=O)Cc2c(c(CN)c(CC(C)C)nc2C)-c2ccc(C)cc2)CC1,S(=O)(=O)(C)C1CN(C(=O)Cc2c(c(CN)c(CC(C)C)nc2C)-c2ccc(C)cc2)CC1,Dipeptidyl Peptidase IV (DPP-IV),7.2757239,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL3216064,O=C(Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1)N1C(C(=O)OC)CCC1,O=C(Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1)N1C(C(=O)OC)CCC1,Dipeptidyl Peptidase IV (DPP-IV),8.9586077,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL3216485,O=C(Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1)N1C(C(=O)O)CCC1,O=C(Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1)N1C(C(=O)O)CCC1,Dipeptidyl Peptidase IV (DPP-IV),8.5376024,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL3216725,O=C(Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1)N1C(C(=O)N)CCC1,O=C(Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1)N1C(C(=O)N)CCC1,Dipeptidyl Peptidase IV (DPP-IV),8.9586077,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL3216941,O=C(Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1)N1C(C(=O)OC)CCC1,O=C(Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1)N1C(C(=O)OC)CCC1,Dipeptidyl Peptidase IV (DPP-IV),7.6382723,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL3216726,O=C(Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1)N1C(C(=O)O)CCC1,O=C(Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1)N1C(C(=O)O)CCC1,Dipeptidyl Peptidase IV (DPP-IV),8.1079054,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL3217159,O=C(Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1)N1C(C(=O)N)CCC1,O=C(Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1)N1C(C(=O)N)CCC1,Dipeptidyl Peptidase IV (DPP-IV),7.9208188,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL3216727,O=C(NC)Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1,O=C(NC)Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1,Dipeptidyl Peptidase IV (DPP-IV),7.1611509,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL3216942,O=C(OC)CNC(=O)Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1,O=C(OC)CNC(=O)Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1,Dipeptidyl Peptidase IV (DPP-IV),7.7695513,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL3217160,O=C(O)CNC(=O)Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1,O=C(O)CNC(=O)Cc1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1,Dipeptidyl Peptidase IV (DPP-IV),7.1366773,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1614729,O=C(O)c1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1,O=C(O)c1c(c(CN)c(CC(C)C)nc1C)-c1ccc(C)cc1,Dipeptidyl Peptidase IV (DPP-IV),7.7447276,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1651763,O=C1N(Cc2c(C#N)cccc2)C(N2C[C@](N)CCC2)=Nc2sccc12,O=C1N(Cc2c(C#N)cccc2)C(N2CC(N)CCC2)=Nc2sccc12,Dipeptidyl Peptidase IV (DPP-IV),9.0604811,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1651764,O=C1N(Cc2c(C#N)cccc2)C(N2C[C@](N)CCC2)=Nc2scc(C)c12,O=C1N(Cc2c(C#N)cccc2)C(N2CC(N)CCC2)=Nc2scc(C)c12,Dipeptidyl Peptidase IV (DPP-IV),8.879426,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1651765,FC(F)(F)c1c2C(=O)N(Cc3c(C#N)cccc3)C(N3C[C@](N)CCC3)=Nc2sc1,FC(F)(F)c1c2C(=O)N(Cc3c(C#N)cccc3)C(N3CC(N)CCC3)=Nc2sc1,Dipeptidyl Peptidase IV (DPP-IV),7.0514894,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1651766,O=C1N(Cc2c(C#N)cccc2)C(N2C[C@](N)CCC2)=Nc2c1scc2,O=C1N(Cc2c(C#N)cccc2)C(N2CC(N)CCC2)=Nc2c1scc2,Dipeptidyl Peptidase IV (DPP-IV),9.4814863,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1651767,O=C1N(Cc2c(C#N)cccc2)C(N2C[C@](N)CCC2)=Nc2c(C)csc12,O=C1N(Cc2c(C#N)cccc2)C(N2CC(N)CCC2)=Nc2c(C)csc12,Dipeptidyl Peptidase IV (DPP-IV),8.764472,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1650449,Fc1cc(CN2C(=O)N(C)C(=O)C=C2N2C[C@@](N)(C)CCC2)c(C#N)cc1,Fc1cc(CN2C(=O)N(C)C(=O)C=C2N2CC(N)(C)CCC2)c(C#N)cc1,Dipeptidyl Peptidase IV (DPP-IV),8,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1650448,O=C1N(Cc2c(C#N)cccc2)C(N2CC(N)CCCC2)=CC(=O)N1C,O=C1N(Cc2c(C#N)cccc2)C(N2CC(N)CCCC2)=CC(=O)N1C,Dipeptidyl Peptidase IV (DPP-IV),5.4202166,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1650447,O=C1N(Cc2c(C#N)cccc2)C(NC2CNCCCC2)=CC(=O)N1C,O=C1N(Cc2c(C#N)cccc2)C(NC2CNCCCC2)=CC(=O)N1C,Dipeptidyl Peptidase IV (DPP-IV),6.2291479,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1650446,O=C1N(CC)C(=O)C=C(NCCN)N1Cc1c(C#N)cccc1,O=C1N(CC)C(=O)C=C(NCCN)N1Cc1c(C#N)cccc1,Dipeptidyl Peptidase IV (DPP-IV),4.7695513,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1650445,Clc1c(CN2C(=O)N(C)C(=O)C=C2N2C[C@](N)CCC2)c(F)ccc1F,Clc1c(CN2C(=O)N(C)C(=O)C=C2N2CC(N)CCC2)c(F)ccc1F,Dipeptidyl Peptidase IV (DPP-IV),6.0809221,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1650444,Clc1c(CN2C(=O)N(C)C(=O)C=C2N2C[C@](N)CCC2)cc(Cl)cc1,Clc1c(CN2C(=O)N(C)C(=O)C=C2N2CC(N)CCC2)cc(Cl)cc1,Dipeptidyl Peptidase IV (DPP-IV),7.5686364,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1650443,Fc1cc(CN2C(=O)N(C)C(=O)C=C2N2C[C@](N)CCC2)c(C#N)cc1,Fc1cc(CN2C(=O)N(C)C(=O)C=C2N2CC(N)CCC2)c(C#N)cc1,Dipeptidyl Peptidase IV (DPP-IV),8.3979397,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1650442,Clc1c(CN2C(=O)N(C)C(=O)C=C2N2C[C@](N)CCC2)ccc(F)c1,Clc1c(CN2C(=O)N(C)C(=O)C=C2N2CC(N)CCC2)ccc(F)c1,Dipeptidyl Peptidase IV (DPP-IV),6.0506101,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1650441,Clc1c(CN2C(=O)N(C)C(=O)C=C2N2C[C@](N)CCC2)cc(F)cc1,Clc1c(CN2C(=O)N(C)C(=O)C=C2N2CC(N)CCC2)cc(F)cc1,Dipeptidyl Peptidase IV (DPP-IV),7.8538718,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1650440,Brc1c(CN2C(=O)N(C)C(=O)C=C2N2C[C@](N)CCC2)cc(F)cc1,Brc1c(CN2C(=O)N(C)C(=O)C=C2N2CC(N)CCC2)cc(F)cc1,Dipeptidyl Peptidase IV (DPP-IV),8.0969105,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1650439,Brc1c(CN2C(=O)N(C)C(=O)C=C2N2C[C@](N)CCC2)cccc1,Brc1c(CN2C(=O)N(C)C(=O)C=C2N2CC(N)CCC2)cccc1,Dipeptidyl Peptidase IV (DPP-IV),7.9208188,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1650438,Brc1c(CN2C(=O)NC(=O)C=C2N2C[C@](N)CCC2)cccc1,Brc1c(CN2C(=O)NC(=O)C=C2N2CC(N)CCC2)cccc1,Dipeptidyl Peptidase IV (DPP-IV),7.4436975,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
CHEMBL1650437,O=C1N(CC)C(=O)C=C(N1Cc1c(C#N)cccc1)N1C[C@](N)CCC1,O=C1N(CC)C(=O)C=C(N1Cc1c(C#N)cccc1)N1CC(N)CCC1,Dipeptidyl Peptidase IV (DPP-IV),7.167491,Dipeptidyl Peptidase IV (DPP-IV),ChEMBL,,,
